Sale Date,Client Name,Address,City,State,Zip,Email,Sales Amount,Product Type,Status,Lead Source,Sales Person,Commission Pct.,Notes,Commission Amount,Sale Month
10/11/24,Shanna Sayles,72202 Holy Cross Pass,Fort Lauderdale,FL,33320,ssaylese9@amazon.co.uk,"$8,665",Premium Copy Paper,Delivered,Client Referral,Danny Cordray,10.00%,,$866.50,Oct 2024
10/11/24,Zonnya Korting,0201 Ridgeview Plaza,Bridgeport,CT,6673,zkortingfv@marriott.com,"$5,768",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$576.80,Oct 2024
10/12/24,Allin Bennen,52201 Moose Place,Fort Worth,TX,76192,abennengb@linkedin.com,"$1,087",HQ 28lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$108.70,Oct 2024
10/13/24,Addy Kaveney,40 Northport Road,New Orleans,LA,70116,akaveneyc1@auda.org.au,"$1,808",20lb letter stock,Delivered,Cold Call,Andy Bernard,10.00%,,$180.80,Oct 2024
10/14/24,Kaycee Quadrio,2 Hallows Trail,Miami,FL,33153,kquadrio35@foxnews.com,"$8,085",HQ 28lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$808.50,Oct 2024
10/14/24,Almeta Lewinton,204 Melby Street,Bronx,NY,10474,alewintondi@google.co.jp,"$7,197",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$719.70,Oct 2024
10/14/24,Waly Wann,227 Ohio Center,Staten Island,NY,10305,wwannov@flavors.me,"$6,903",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$690.30,Oct 2024
10/15/24,Roseanne Curedell,911 Bunker Hill Parkway,Atlanta,GA,30380,rcuredell9s@vimeo.com,"$9,525",Premium Copy Paper,Delivered,Inbound Call,Dwight Schrute,10.00%,,$952.50,Oct 2024
10/16/24,Lian Danton,03 Pearson Drive,Whittier,CA,90605,ldantonc@mozilla.com,"$8,282",Ultra-White Cardstock,Delivered,Cold Call,Jim Halpert,10.00%,,$828.20,Oct 2024
10/16/24,Maud Leipnik,3354 Merrick Point,Fort Pierce,FL,34949,mleipnik2p@sphinn.com,"$3,872",Airstream Deluze A4,Delivered,Client Referral,Dwight Schrute,10.00%,,$387.20,Oct 2024
10/16/24,Reg Oki,5 Prairieview Plaza,Columbus,OH,43204,roki39@cam.ac.uk,"$8,413",HQ 28lb bond,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$841.30,Oct 2024
10/16/24,Carmon Aurelius,18182 Melby Circle,Monroe,LA,71208,caureliusdh@printfriendly.com,"$2,896",20lb letter stock,Delivered,Inbound Call,Jim Halpert,10.00%,,$289.60,Oct 2024
10/16/24,Agosto Gerckens,41 Mallory Hill,Sacramento,CA,94257,agerckensoy@huffingtonpost.com,"$9,304",Premium Copy Paper,Delivered,Client Referral,Jim Halpert,10.00%,,$930.40,Oct 2024
10/17/24,Thurstan Ros,1236 Briar Crest Center,Washington,DC,20041,troskf@fotki.com,"$7,635",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$763.50,Oct 2024
10/18/24,Glennie Casely,6 Laurel Crossing,Sacramento,CA,95865,gcasely9z@quantcast.com,"$1,254",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$125.40,Oct 2024
10/18/24,Mickey Benjamin,81804 Union Trail,Fort Myers,FL,33913,mbenjamindn@engadget.com,"$1,573",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$157.30,Oct 2024
10/18/24,Bird MacMillan,74 Sage Court,Reading,PA,19610,bmacmillanj1@mysql.com,"$9,568",20lb letter stock,Delivered,Cold Call,Karen Filippelli,10.00%,,$956.80,Oct 2024
10/18/24,Stanton Bernardon,2756 Lake View Center,Providence,RI,2912,sbernardonm1@infoseek.co.jp,"$6,798",HQ 28lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$679.80,Oct 2024
10/19/24,Renard Ryburn,1752 New Castle Parkway,Scranton,PA,18514,rryburn7x@mit.edu,"$1,983",Airstream Deluze A4,Delivered,Inbound Call,Dwight Schrute,10.00%,,$198.30,Oct 2024
10/19/24,Rosina Bonehill,18575 Lighthouse Bay Road,Chicago,IL,60681,rbonehilljo@google.com.hk,"$9,064",HQ 28lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$906.40,Oct 2024
10/20/24,Dennison Tanslie,94 Hayes Pass,Indianapolis,IN,46254,dtanslie8c@desdev.cn,"$9,493",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$949.30,Oct 2024
10/21/24,Robbin Salvati,7558 Reinke Alley,Des Moines,IA,50315,rsalvati6@cornell.edu,"$2,696",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$269.60,Oct 2024
10/21/24,Lucho Cole,532 Tomscot Road,Madison,WI,53726,lcole76@springer.com,"$1,035",Premium Copy Paper,Delivered,Yellow Pages,Pam Halpert,10.00%,,$103.50,Oct 2024
10/21/24,Huntlee Dawbery,140 Fordem Point,Albany,NY,12242,hdawberyg5@about.com,"$2,063",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$206.30,Oct 2024
10/22/24,Beltran Faughnan,6004 5th Junction,Topeka,KS,66642,bfaughnan14@dion.ne.jp,"$5,560",Sticky Quips,Delivered,Cold Call,Dwight Schrute,10.00%,,$556.00,Oct 2024
10/22/24,Efren Hibling,75 Larry Street,Fort Lauderdale,FL,33325,ehiblingap@amazon.co.jp,"$3,292",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$329.20,Oct 2024
10/22/24,Roda Korejs,0 Dixon Park,Pittsburgh,PA,15286,rkorejsfu@miitbeian.gov.cn,"$1,699",Ultra-White Cardstock,Delivered,Client Referral,Danny Cordray,10.00%,,$169.90,Oct 2024
10/23/24,Blithe Naton,7 Aberg Parkway,Ashburn,VA,22093,bnaton4i@zimbio.com,"$3,606",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$360.60,Oct 2024
10/23/24,Giffard Gaber,900 Continental Parkway,Cleveland,OH,44197,ggaber6k@furl.net,"$6,144",38lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$614.40,Oct 2024
10/23/24,Parsifal Delepine,83116 Lighthouse Bay Park,Memphis,TN,38143,pdelepinefc@mlb.com,"$1,896",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$189.60,Oct 2024
10/23/24,Jillie Pepler,33 Oriole Drive,Richmond,VA,23289,jpeplerrm@topsy.com,"$2,789",Ultra-White Cardstock,Delivered,Purchased Leads,Jim Halpert,10.00%,,$278.90,Oct 2024
10/24/24,Austen Jirik,37115 Lotheville Court,Garden Grove,CA,92844,ajirik54@icio.us,"$6,382",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$638.20,Oct 2024
10/24/24,Mada Treen,02040 Armistice Pass,Raleigh,NC,27615,mtreenac@salon.com,"$8,646",20lb letter stock,Delivered,Inbound Call,Jim Halpert,10.00%,,$864.60,Oct 2024
10/24/24,Gene Hendrikse,55 Katie Pass,Washington,DC,20520,ghendrikserp@ebay.co.uk,"$4,062",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$406.20,Oct 2024
10/25/24,Carena Mallabund,38 Moulton Junction,Phoenix,AZ,85015,cmallabund4y@virginia.edu,"$9,114",20lb letter stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$911.40,Oct 2024
10/25/24,Cecile Orsi,32432 Dayton Place,Salt Lake City,UT,84199,corsi67@w3.org,"$9,592",Sticky Quips,Delivered,Purchased Leads,Jim Halpert,10.00%,,$959.20,Oct 2024
10/25/24,Izaak MacDearmont,651 Boyd Pass,Greenville,SC,29605,imacdearmontb1@clickbank.net,"$7,988",Sticky Quips,Delivered,Cold Call,Karen Filippelli,10.00%,,$798.80,Oct 2024
10/25/24,Torey Vlasin,6475 6th Circle,El Paso,TX,88541,tvlasinha@a8.net,"$9,200",Premium Copy Paper,Delivered,Cold Call,Pam Halpert,10.00%,,$920.00,Oct 2024
10/26/24,Jens Gee,26 5th Plaza,Milwaukee,WI,53205,jgee3p@princeton.edu,"$5,414",Ultra-White Cardstock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$541.40,Oct 2024
10/26/24,Bil Bland,0 Ridgeview Parkway,Atlanta,GA,30386,bbland6q@yahoo.com,"$1,839",38lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$183.90,Oct 2024
10/26/24,Morena Sang,0973 Starling Plaza,Kansas City,MO,64114,msangdr@blogspot.com,"$6,127",65lb cover stock,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$612.70,Oct 2024
10/26/24,Hendrick Tomaszewski,12057 Comanche Way,Corona,CA,92883,htomaszewskiht@go.com,"$7,831",20lb letter stock,Delivered,Cold Call,Andy Bernard,10.00%,,$783.10,Oct 2024
10/26/24,Sonny Gilogly,367 Golf Course Junction,Minneapolis,MN,55448,sgiloglyik@squarespace.com,"$1,163",38lb bond,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$116.30,Oct 2024
10/26/24,Lars Brandenberg,944 Evergreen Road,Spartanburg,SC,29305,lbrandenbergk3@google.cn,"$5,364",38lb bond,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$536.40,Oct 2024
10/26/24,Darelle Ledley,73162 Buena Vista Avenue,Greensboro,NC,27409,dledleyre@abc.net.au,"$5,025",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$502.50,Oct 2024
10/27/24,Lenna Indgs,18 Schurz Crossing,Alexandria,VA,22313,lindgs8p@google.it,"$4,941",20lb letter stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$494.10,Oct 2024
10/27/24,Tedmund Pedgrift,6977 Eastwood Court,San Antonio,TX,78291,tpedgriftcm@about.com,"$9,425",Premium Copy Paper,Delivered,Cold Call,Stanley Hudson,10.00%,,$942.50,Oct 2024
10/27/24,Heida Heales,8 Scott Place,Mobile,AL,36610,hhealesif@opera.com,"$6,072",20lb letter stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$607.20,Oct 2024
10/27/24,Alica Tolmie,7 Crest Line Court,Las Vegas,NV,89178,atolmier5@deliciousdays.com,"$8,390",Sticky Quips,Delivered,Cold Call,Dwight Schrute,10.00%,,$839.00,Oct 2024
10/28/24,Hortensia Liversidge,1909 Schurz Drive,Anchorage,AK,99512,hliversidge24@wiley.com,"$8,510",20lb letter stock,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$851.00,Oct 2024
10/28/24,Jessa McGilben,0 Brentwood Drive,San Jose,CA,95194,jmcgilbenab@stumbleupon.com,"$1,990",Premium Copy Paper,Delivered,Client Referral,Andy Bernard,10.00%,,$199.00,Oct 2024
10/29/24,Gypsy Brogiotti,73 Ridge Oak Circle,Hartford,CT,6160,gbrogiotti59@apache.org,"$1,813",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$181.30,Oct 2024
10/29/24,Kalila Disbury,2 Sycamore Parkway,Louisville,KY,40220,kdisbury9n@redcross.org,"$8,876",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$887.60,Oct 2024
10/29/24,Tova Vlasov,9 Rigney Hill,Shreveport,LA,71105,tvlasovah@webmd.com,"$7,292",20lb letter stock,Delivered,Client Referral,Danny Cordray,10.00%,,$729.20,Oct 2024
10/29/24,Kermy Dow,39 Ridgeway Parkway,Oklahoma City,OK,73129,kdowcj@prlog.org,"$4,376",Sticky Quips,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$437.60,Oct 2024
10/29/24,Gerik Jeavons,3 Merchant Drive,Cedar Rapids,IA,52410,gjeavonscp@youtu.be,"$9,154",38lb bond,Delivered,Ryan's Website,Pam Halpert,10.00%,,$915.40,Oct 2024
10/29/24,Jolene Kowalik,53824 International Avenue,New York City,NY,10079,jkowalikmh@desdev.cn,"$9,287",Premium Copy Paper,Delivered,Client Referral,Dwight Schrute,10.00%,,$928.70,Oct 2024
10/30/24,Silvanus Ennion,505 Fuller Parkway,Rochester,NY,14652,sennionga@g.co,"$4,524",Ultra-White Cardstock,Delivered,Yellow Pages,Phyllis Vance,10.00%,,$452.40,Oct 2024
10/30/24,Claudianus Bellringer,866 Thompson Way,Fort Smith,AR,72916,cbellringerl3@amazon.de,"$3,933",38lb bond,Delivered,Cold Call,Pam Halpert,10.00%,,$393.30,Oct 2024
10/31/24,Pen Priest,51500 Towne Plaza,Silver Spring,MD,20904,ppriestjz@hostgator.com,"$4,689",Sticky Quips,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$468.90,Oct 2024
10/31/24,Mair Foye,60322 Macpherson Circle,Riverside,CA,92513,mfoyel4@mail.ru,"$6,549",Ultra-White Cardstock,Delivered,Cold Call,Jim Halpert,10.00%,,$654.90,Oct 2024
10/31/24,Patsy Golling,9 Sloan Street,Austin,TX,78789,pgollinglj@weather.com,"$1,362",65lb cover stock,Delivered,Cold Call,Danny Cordray,10.00%,,$136.20,Oct 2024
11/1/24,Angie Loxly,261 Jay Place,Gilbert,AZ,85297,aloxly3k@elegantthemes.com,"$7,414",HQ 28lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$741.40,Nov 2024
11/1/24,Kippy Thaxton,238 Ridgeview Terrace,Phoenix,AZ,85072,kthaxton7b@flavors.me,"$1,661",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$166.10,Nov 2024
11/1/24,Niven Gladman,9134 Portage Park,Rochester,NY,14614,ngladmane4@hatena.ne.jp,"$2,989",38lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$298.90,Nov 2024
11/1/24,Winne O'Cullen,63 Algoma Court,San Diego,CA,92191,wocullenh3@skyrock.com,"$2,004",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$200.40,Nov 2024
11/2/24,Dorri Whacket,34 Ridgeway Parkway,Kansas City,MO,64187,dwhacketef@cocolog-nifty.com,"$6,465",20lb letter stock,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$646.50,Nov 2024
11/2/24,Helen-elizabeth Colten,21 Ridgeway Terrace,Memphis,TN,38109,hcolteneo@chron.com,"$7,891",Sticky Quips,Delivered,Purchased Leads,Andy Bernard,10.00%,,$789.10,Nov 2024
11/2/24,Claudelle De Castri,730 Emmet Lane,Honolulu,HI,96820,cdela@wp.com,"$2,333",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$233.30,Nov 2024
11/5/24,Mayer Lattka,225 Hanson Plaza,El Paso,TX,79999,mlattka3d@exblog.jp,"$6,805",Airstream Deluze A4,Delivered,Inbound Call,Dwight Schrute,10.00%,,$680.50,Nov 2024
11/5/24,Norean Vowles,28 Grasskamp Park,Reno,NV,89550,nvowleshj@163.com,"$6,498",20lb letter stock,Delivered,Ryan's Website,Danny Cordray,10.00%,,$649.80,Nov 2024
11/5/24,Stephi Enns,84043 Luster Circle,Whittier,CA,90610,sennshk@behance.net,"$2,848",Sticky Quips,Delivered,Cold Call,Stanley Hudson,10.00%,,$284.80,Nov 2024
11/5/24,Melisande McCarney,710 Rowland Avenue,San Antonio,TX,78235,mmccarneyj5@myspace.com,"$5,585",Premium Copy Paper,Delivered,Inbound Call,Dwight Schrute,10.00%,,$558.50,Nov 2024
11/6/24,Roxanne Halfacree,68981 Leroy Avenue,Greensboro,NC,27499,rhalfacree4q@ucsd.edu,"$1,379",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$137.90,Nov 2024
11/6/24,Tedd Cordova,27251 Hayes Street,Panama City,FL,32412,tcordova7w@pagesperso-orange.fr,"$7,541",38lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$754.10,Nov 2024
11/7/24,Gwendolen Huetson,6 Nova Plaza,Oklahoma City,OK,73179,ghuetsonjn@nsw.gov.au,"$7,897",HQ 28lb bond,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$789.70,Nov 2024
11/7/24,Monte Bande,9938 Anhalt Plaza,Gulfport,MS,39505,mbandeqv@sakura.ne.jp,"$4,269",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$426.90,Nov 2024
11/8/24,Farlee Pickover,321 Steensland Road,Las Vegas,NV,89155,fpickover6s@nasa.gov,"$1,343",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$134.30,Nov 2024
11/8/24,Ephrayim Dodgson,4 Mallory Crossing,Kansas City,MO,64160,edodgson7n@goo.ne.jp,"$2,121",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$212.10,Nov 2024
11/8/24,Lorrayne Wyllt,94 Clarendon Lane,El Paso,TX,79994,lwyllt95@bloglovin.com,"$7,735",Ultra-White Cardstock,Delivered,Inbound Call,Andy Bernard,10.00%,,$773.50,Nov 2024
11/8/24,Stanwood Emmer,442 Rockefeller Avenue,Erie,PA,16522,semmerh0@boston.com,"$8,306",38lb bond,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$830.60,Nov 2024
11/10/24,Broddie Mordon,851 Fair Oaks Street,Dayton,OH,45419,bmordon49@google.es,"$4,002",Premium Copy Paper,Delivered,Yellow Pages,Andy Bernard,10.00%,,$400.20,Nov 2024
11/11/24,Flemming Bousler,4271 Sloan Crossing,Nashville,TN,37220,fbousler21@indiegogo.com,"$1,680",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$168.00,Nov 2024
11/11/24,Basilius Fathers,09099 Hanover Park,Kansas City,MO,64114,bfathers8j@nationalgeographic.com,"$9,529",65lb cover stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$952.90,Nov 2024
11/11/24,Myer Cadd,703 Burning Wood Terrace,Charlottesville,VA,22908,mcaddkt@cafepress.com,"$5,186",HQ 28lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$518.60,Nov 2024
11/12/24,Tedman Alloisi,28970 Pankratz Point,Atlanta,GA,30316,talloisiff@youtube.com,"$3,072",65lb cover stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$307.20,Nov 2024
11/12/24,Mavra Schorah,70 Sage Court,Tampa,FL,33615,mschorahmr@cbsnews.com,"$4,898",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$489.80,Nov 2024
11/12/24,Fabian Winton,722 Northridge Alley,New Haven,CT,6510,fwintonod@github.com,"$8,982",38lb bond,Delivered,Inbound Call,Phyllis Vance,10.00%,,$898.20,Nov 2024
11/13/24,Jill Ashpole,274 Lakewood Gardens Park,Fort Worth,TX,76129,jashpole61@fotki.com,"$1,786",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$178.60,Nov 2024
11/13/24,Wilbert MacGuffog,7229 American Ash Street,Harrisburg,PA,17126,wmacguffogdo@weibo.com,"$4,921",20lb letter stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$492.10,Nov 2024
11/13/24,Evered Hanshaw,97320 Cottonwood Road,Jefferson City,MO,65110,ehanshawo6@netvibes.com,"$1,345",Ultra-White Cardstock,Delivered,Cold Call,Stanley Hudson,10.00%,,$134.50,Nov 2024
11/13/24,Sheri Hayden,16571 Summit Pass,Washington,DC,20210,shaydenrr@reverbnation.com,"$4,709",38lb bond,Delivered,Client Referral,Andy Bernard,10.00%,,$470.90,Nov 2024
11/14/24,Arch Swane,58898 Fairfield Terrace,Miami,FL,33142,aswane4c@addthis.com,"$1,160",Sticky Quips,Delivered,Cold Call,Dwight Schrute,10.00%,,$116.00,Nov 2024
11/14/24,Zach Yakuntzov,7335 South Parkway,Troy,MI,48098,zyakuntzovci@arizona.edu,"$7,968",38lb bond,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$796.80,Nov 2024
11/14/24,Egan Worvill,02555 Pierstorff Plaza,Minneapolis,MN,55470,eworvillkc@seesaa.net,"$4,958",65lb cover stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$495.80,Nov 2024
11/14/24,Zandra Nunn,4 Merrick Terrace,Oklahoma City,OK,73179,znunnpx@ft.com,"$1,927",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$192.70,Nov 2024
11/15/24,Moll Newdick,96759 Express Terrace,Fort Lauderdale,FL,33305,mnewdick1j@dot.gov,"$3,189",Sticky Quips,Delivered,Client Referral,Dwight Schrute,10.00%,,$318.90,Nov 2024
11/15/24,Krishna Bather,0 Bluejay Pass,Santa Ana,CA,92725,kbather2e@chron.com,"$4,224",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$422.40,Nov 2024
11/15/24,Sydney Clute,858 Ramsey Avenue,El Paso,TX,88514,sclute6x@tinyurl.com,"$2,593",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$259.30,Nov 2024
11/15/24,Norrie Troppmann,8777 Towne Plaza,Watertown,MA,2472,ntroppmannb2@marketwatch.com,"$9,031",20lb letter stock,Delivered,Client Referral,Danny Cordray,10.00%,,$903.10,Nov 2024
11/16/24,Codi O'Roan,431 Petterle Hill,Washington,DC,20503,coroane@virginia.edu,"$2,741",Airstream Deluze A4,Delivered,Inbound Call,Jim Halpert,10.00%,,$274.10,Nov 2024
11/16/24,Even Roantree,347 Kingsford Crossing,Dallas,TX,75260,eroantree80@wikipedia.org,"$5,556",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$555.60,Nov 2024
11/16/24,Natasha Normavell,02 Dayton Court,San Diego,CA,92153,nnormavell9b@cocolog-nifty.com,"$8,267",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$826.70,Nov 2024
11/16/24,Ulric Scaplehorn,72620 Dakota Point,Kansas City,MO,64109,uscaplehorncr@nih.gov,"$4,969",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$496.90,Nov 2024
11/16/24,Guglielmo Tomkins,215 Macpherson Street,Washington,DC,20319,gtomkinsp4@cbslocal.com,"$9,285",38lb bond,Delivered,Inbound Call,Jim Halpert,10.00%,,$928.50,Nov 2024
11/17/24,Ash Rubenfeld,797 Golden Leaf Way,Tacoma,WA,98464,arubenfeld1k@nih.gov,"$1,943",Ultra-White Cardstock,Delivered,Ryan's Website,Andy Bernard,10.00%,,$194.30,Nov 2024
11/17/24,Buck Stansall,68 Elgar Drive,Providence,RI,2912,bstansalla5@salon.com,"$5,585",38lb bond,Delivered,Client Referral,Pam Halpert,10.00%,,$558.50,Nov 2024
11/17/24,Yorker Mobberley,87 Main Center,Las Vegas,NV,89155,ymobberleyfe@list-manage.com,"$1,047",Premium Copy Paper,Delivered,Cold Call,Andy Bernard,10.00%,,$104.70,Nov 2024
11/17/24,Jamil McFadden,018 Blackbird Avenue,Wichita,KS,67230,jmcfaddenk7@unc.edu,"$3,255",38lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$325.50,Nov 2024
11/17/24,Saloma Christophersen,9 Brentwood Plaza,Crawfordsville,IN,47937,schristophersennz@unblog.fr,"$5,169",Airstream Deluze A4,Delivered,Client Referral,Danny Cordray,10.00%,,$516.90,Nov 2024
11/18/24,Abby Sunderland,1504 Dryden Plaza,Portland,OR,97240,asunderland85@macromedia.com,"$2,909",Ultra-White Cardstock,Delivered,Yellow Pages,Phyllis Vance,10.00%,,$290.90,Nov 2024
11/19/24,Scarlett Whanstall,57302 Carey Plaza,Rochester,NY,14609,swhanstall56@prweb.com,"$2,507",HQ 28lb bond,Delivered,Cold Call,Karen Filippelli,10.00%,,$250.70,Nov 2024
11/20/24,Cinnamon Parades,88 American Ash Road,San Antonio,TX,78250,cparades5c@who.int,"$2,462",38lb bond,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$246.20,Nov 2024
11/20/24,Norry Martinson,950 Chive Crossing,Oklahoma City,OK,73129,nmartinsonlb@mit.edu,"$6,443",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$644.30,Nov 2024
11/21/24,Natalina Neame,84 Upham Lane,Pittsburgh,PA,15250,nneame44@imageshack.us,"$9,753",Sticky Quips,Delivered,Inbound Call,Dwight Schrute,10.00%,,$975.30,Nov 2024
11/21/24,Mozes Heaney,0772 Chive Circle,Tempe,AZ,85284,mheaney52@amazonaws.com,"$2,281",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$228.10,Nov 2024
11/21/24,Ephraim Reilingen,005 Saint Paul Plaza,Fullerton,CA,92640,ereilingen7e@weather.com,"$3,430",Airstream Deluze A4,Delivered,Inbound Call,Phyllis Vance,10.00%,,$343.00,Nov 2024
11/22/24,Junia Peak,27657 Pleasure Trail,Tulsa,OK,74170,jpeak3n@icio.us,"$1,944",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$194.40,Nov 2024
11/22/24,Renato Gogarty,160 Elka Center,Washington,DC,20099,rgogartyct@fastcompany.com,"$4,347",65lb cover stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$434.70,Nov 2024
11/22/24,Winnah Cable,22 New Castle Center,Fort Lauderdale,FL,33355,wcablecz@dailymail.co.uk,"$8,395",20lb letter stock,Delivered,Inbound Call,Phyllis Vance,10.00%,,$839.50,Nov 2024
11/22/24,Frankie Pritchitt,7 Fallview Place,Santa Monica,CA,90405,fpritchittou@whitehouse.gov,"$8,628",38lb bond,Delivered,Client Referral,Pam Halpert,10.00%,,$862.80,Nov 2024
11/24/24,Wyatt Slaight,361 Lawn Junction,Austin,TX,78732,wslaight8g@wordpress.com,"$6,397",20lb letter stock,Delivered,Yellow Pages,Phyllis Vance,10.00%,,$639.70,Nov 2024
11/25/24,Katharyn Howman,4 Novick Place,New York City,NY,10099,khowman48@adobe.com,"$6,529",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$652.90,Nov 2024
11/25/24,Chandra Lodwick,33 Lerdahl Lane,Miami,FL,33175,clodwickhg@japanpost.jp,"$1,365",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$136.50,Nov 2024
11/25/24,Petronella Lujan,8 Kropf Road,Santa Ana,CA,92705,plujanng@google.fr,"$4,377",38lb bond,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$437.70,Nov 2024
11/25/24,Analise De Roberto,93735 Fairfield Lane,Jersey City,NJ,7305,adeqx@example.com,"$5,071",Sticky Quips,Delivered,Client Referral,Stanley Hudson,10.00%,,$507.10,Nov 2024
11/26/24,Delano Blyth,1 Becker Terrace,Washington,DC,20268,dblythn6@apache.org,"$5,795",65lb cover stock,Delivered,Client Referral,Pam Halpert,10.00%,,$579.50,Nov 2024
11/27/24,Mara Meier,98520 Huxley Park,Waltham,MA,2453,mmeiercl@sfgate.com,"$1,046",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$104.60,Nov 2024
11/27/24,Estella Ashby,126 Barby Place,Columbia,MO,65218,eashbylo@mediafire.com,"$5,525",HQ 28lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$552.50,Nov 2024
11/28/24,Jessie Tesimon,942 Farmco Plaza,Portland,OR,97271,jtesimonk@pen.io,"$7,961",38lb bond,Delivered,Cold Call,Phyllis Vance,10.00%,,$796.10,Nov 2024
11/28/24,Minni Linggood,5 Lawn Alley,Pompano Beach,FL,33064,mlinggooda9@digg.com,"$1,328",Sticky Quips,Delivered,Cold Call,Dwight Schrute,10.00%,,$132.80,Nov 2024
11/28/24,Tan Oldland,1185 Manitowish Drive,Toledo,OH,43605,toldlandg3@sbwire.com,"$2,539",Airstream Deluze A4,Delivered,Cold Call,Pam Halpert,10.00%,,$253.90,Nov 2024
11/30/24,Mariska Hugk,8843 Scofield Lane,Knoxville,TN,37919,mhugk10@dailymail.co.uk,"$7,351",Ultra-White Cardstock,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$735.10,Nov 2024
